"All industries","Agriculture, Forestry and Fishing","Horticulture and Fruit Growing","Sheep, Beef Cattle and Grain Farming","Dairy Cattle Farming","Poultry, Deer and Other Livestock Farming","Forestry and Logging","Fishing and Aquaculture","Agriculture, Forestry and Fishing Support Services and Hunting","Mining","Manufacturing","Beverage and Tobacco Product Manufacturing","Textile, Leather, Clothing and Footwear Manufacturing","Textile and Leather Manufacturing","Clothing, Knitted Products and Footwear Manufacturing","Wood Product Manufacturing","Pulp, Paper and Converted Paper Product Manufacturing","Printing","Petroleum and Coal Product Manufacturing","Basic Chemical and Chemical Product Manufacturing","Basic Chemical and Basic Polymer Manufacturing","Fertiliser and Pesticide Manufacturing","Pharmaceutical, Cleaning and Other Chemical Manufacturing","Polymer Product and Rubber Product Manufacturing","Non-Metallic Mineral Product Manufacturing","Primary Metal and Metal Product Manufacturing","Fabricated Metal Product Manufacturing","Transport Equipment Manufacturing","Machinery and Other Equipment Manufacturing","Electronic and Electrical Equipment Manufacturing","Machinery Manufacturing","Furniture and Other Manufacturing","Furniture Manufacturing","Other Manufacturing","Electricity, Gas, Water and Waste Services","Electricity and Gas Supply","Water, Sewerage, Drainage and Waste Services","Construction","Building Construction","Residential Building Construction","Non-Residential Building Construction","Heavy and Civil Engineering Construction","Construction Services","Wholesale Trade","Basic Material Wholesaling","Machinery and Equipment Wholesaling","Motor Vehicle and Motor Vehicle Parts Wholesaling","Grocery, Liquor and Tobacco Product Wholesaling","Other Goods Wholesaling","Commission Based Wholesaling","Retail Trade and Accommodation","Motor Vehicle and Motor Vehicle Parts and Fuel Retailing","Supermarket, Grocery Stores and Specialised Food Retailing","Other Store-Based Retailing and Non Store Retailing","Furniture, Electrical and Hardware Retailing","Recreational, Clothing, Footwear and Personal Accessory Retailing","Department Stores","Pharmaceutical and Other Store Based Retailing","Non-Store and Commission Based Retailing","Accommodation and Food Services","Accommodation","Food and Beverage Services","Transport, Postal and Warehousing","Road Transport","Rail, Water, Air and Other Transport","Postal, Courier, Transport Support, and Warehousing Services","Postal and Courier Pick Up and Delivery Services","Transport Support Services","Warehousing and Storage Services","Information Media and Telecommunications","Information Media Services","Telecommunications, Internet and Library Services","Financial and Insurance Services","Finance","Banking and Financing","Financial Asset Investing","Insurance","Life Insurance","Health and General Insurance","Auxiliary Finance and Insurance Services","Rental, Hiring and Real Estate Services","Rental and Hiring Services (except Real Estate)","Non-Financial Asset Leasing","Property Operators and Real Estate Services","Non-Residential Property Operation","Real Estate Services","Professional, Scientific, Technical, Administrative and Support Services","Professional, Scientific and Technical Services","Scientific, Architectural and Engineering Services","Legal and Accounting Services","Advertising, Market Research and Management Services","Veterinary and Other Professional Services","Computer System Design and Related Services","Administrative and Support Services","Travel Agency and Tour Arrangement Services","Employment and Other Administrative Services","Building Cleaning, Pest Control and Other Support Services","Public Order, Safety and Regulatory Services","Education and Training","Preschool Education","School Education","Tertiary Education","Adult, Community and Other Education","Health Care and Social Assistance","Hospitals","Medical and Other Health Care Services","Residential Care Services and Social Assistance","Arts, Recreation and Other Services","Arts and Recreation Services","Heritage and Artistic Activities","Sport and Recreation Activities","Gambling Activities","Other Services","Repair and Maintenance","Personal Care, Funeral and Other Personal Services","Civil, Professional and Other Interest Groups","Food Product Manufacturing","Public order, safety and regulatory services","Food product manufacturing"
101121405,1025527,4787198,690422,16361482,7596092,1108410,658299,160769,1799248,11639467,54,272593,364793,1464408,4549928,26,3858226,8966061,1553057,90,83,408687,6723434,77,-28,5858016,255424,1731665,1772463,2858650,454404,898079,467775,1689363,NaN,NaN,6926600,4304475,1137005,1308869,7904528,4331687,14143138,2352830,7118201,1091460,1549850,634739,274965,7035675,681900,3106630,325763,348627,1148250,239371,237973,1360777,343184,310760,395733,944982,244930,479155,321569,199634,348199,232615,1135492,694200,1368897,15464763,16648601,3503073,11038606,13026070,3168298,790228,3244669,1936222,415427,1205028,5002680,3977840,3031616,6331096,6367757,2948178,251147,5846510,220430,3281609,1697059,128746,873671,93844,4228,361411,59,86,2833,78,1356309,5164,22352,217004,3485160,285088,238774,145096,716345,216687,2260191,374811,232699,3344591,4229,715948
